date,open,high,low,close
"""1355342400000""","""6.5931159420289855""","""6.594059420289855""","""6.5854333333333335""",
"""1355346000000""","""6.590060869565217""","""6.593160869565217""","""6.581030434782608""",
"""1355349600000""","""6.591004347826087""","""6.599405797101449""","""6.576357971014493""","""6.590465217391304"""
"""1355353200000""","""6.591633333333333""","""6.594463768115943""","""6.587230434782608""","""6.591678260869565"""
"""1355356800000""","""6.592172463768116""","""6.594688405797101""","""6.586376811594203""","""6.59131884057971"""
"""1355360400000""","""6.591498550724638""","""6.5968""","""6.5847594202898545""","""6.590465217391304"""
"""1355364000000""","""6.59131884057971""","""6.593385507246376""","""6.585478260869565""","""6.589027536231884"""
"""1355367600000""","""6.590599999999999""","""6.59392463768116""","""6.584444927536231""","""6.589476811594203"""
"""1355371200000""","""6.589521739130435""","""6.599585507246377""","""6.587095652173913""","""6.5975637681159425"""
"""1355378400000""","""6.597114492753623""","""6.6001246376811595""","""6.596171014492754""","""6.598192753623188"""
"""1355382000000""","""6.598731884057971""","""6.601068115942029""","""6.596755072463768""","""6.598013043478261"""
"""1355385600000""","""6.598462318840579""","""6.602910144927536""","""6.597204347826088""","""6.60133768115942"""
"""1355389200000""","""6.6009782608695655""","""6.603359420289856""","""6.599989855072464""","""6.601831884057971"""
"""1355392800000""","""6.601966666666666""","""6.605515942028986""","""6.599765217391305""","""6.60250579710145"""
"""1355400000000""","""6.599765217391305""","""6.601831884057971""","""6.596485507246377""","""6.598686956521739"""
"""1355403600000""","""6.598192753623188""","""6.601921739130434""","""6.593879710144928""","""6.598731884057971"""
"""1355407200000""","""6.5985971014492755""","""6.601652173913044""","""6.595676811594203""","""6.598642028985507"""
"""1355410800000""","""6.599540579710145""","""6.601607246376811""","""6.597878260869566""","""6.599855072463768"""
"""1355414400000""","""6.599315942028985""","""6.601292753623188""","""6.597923188405797""","""6.5992710144927536"""
"""1355418000000""","""6.599855072463768""","""6.601472463768116""","""6.5975637681159425""","""6.5975637681159425"""
"""1355421600000""","""6.598866666666666""","""6.6021913043478255""","""6.591139130434783""",
"""1355598000000""","""6.5975637681159425""","""6.603314492753623""","""6.590644927536231""",
"""1355601600000""","""6.597608695652174""","""6.601472463768116""","""6.591453623188406""","""6.597159420289855"""
"""1355605200000""","""6.596260869565217""","""6.600573913043478""","""6.592936231884058""","""6.5999449275362325"""
"""1355612400000""","""6.599181159420289""","""6.6001246376811595""","""6.594373913043478""","""6.597698550724638"""
"""1355616000000""","""6.597923188405797""","""6.6001246376811595""","""6.59441884057971""",
"""1355619600000""","""6.597968115942029""","""6.6001246376811595""","""6.594463768115943""","""6.595811594202898"""
"""1355623200000""","""6.594868115942029""","""6.600259420289855""","""6.594868115942029""","""6.59751884057971"""
"""1355626800000""","""6.597608695652174""","""6.6001246376811595""","""6.594598550724638""","""6.596665217391305"""
"""1355630400000""","""6.597653623188406""","""6.608076811594203""","""6.593250724637681""","""6.605875362318841"""
"""1355634000000""","""6.605021739130434""","""6.609469565217391""","""6.602730434782609""","""6.608076811594203"""
"""1355637600000""","""6.607897101449275""","""6.610817391304348""","""6.606234782608696""","""6.609559420289855"""
"""1355644800000""","""6.61063768115942""","""6.611356521739131""","""6.605740579710145""","""6.605740579710145"""
"""1355648400000""","""6.606504347826087""","""6.609424637681159""","""6.602146376811594""","""6.606324637681159"""
"""1355652000000""","""6.606863768115942""","""6.607492753623188""","""6.593879710144928""","""6.598686956521739"""
"""1355655600000""","""6.598866666666666""","""6.601831884057971""","""6.595047826086956""","""6.599585507246377"""
"""1355659200000""","""6.599810144927536""","""6.609469565217391""","""6.599001449275362""","""6.605650724637681"""
"""1355662800000""","""6.60681884057971""","""6.609694202898551""","""6.600663768115942""","""6.6026855072463775"""
"""1355670000000""","""6.607492753623188""","""6.608660869565218""","""6.594553623188406""","""6.599181159420289"""
"""1355673600000""","""6.60133768115942""","""6.605471014492754""","""6.597159420289855""","""6.602146376811594"""
"""1355677200000""","""6.6021913043478255""","""6.603449275362319""","""6.5968""","""6.598282608695652"""
"""1355680800000""","""6.598686956521739""","""6.600169565217391""","""6.594598550724638""","""6.594733333333333"""
"""1355684400000""","""6.5950028985507245""","""6.604976811594202""","""6.594733333333333""","""6.601876811594202"""
"""1355688000000""","""6.599405797101449""","""6.606594202898551""","""6.594913043478261""","""6.598372463768116"""
"""1355691600000""","""6.5987768115942025""","""6.603404347826087""","""6.587589855072463""","""6.601382608695652"""
"""1355695200000""","""6.5999""","""6.606369565217391""","""6.594239130434783""","""6.602415942028986"""
"""1355702400000""","""6.601427536231884""","""6.608346376811594""","""6.594284057971015""","""6.60205652173913"""
"""1355706000000""","""6.602146376811594""","""6.605560869565218""","""6.598327536231884""","""6.599810144927536"""
"""1355709600000""","""6.5975637681159425""","""6.604886956521739""","""6.5937""","""6.597923188405797"""
"""1355713200000""","""6.598686956521739""","""6.606234782608696""","""6.58893768115942""","""6.600888405797101"""
"""1355716800000""","""6.600753623188406""","""6.610502898550724""","""6.596395652173912""","""6.6073130434782605"""
"""1355720400000""","""6.608121739130435""","""6.612255072463768""","""6.6064594202898554""","""6.610772463768115"""
"""1355724000000""","""6.610952173913043""","""6.613423188405797""","""6.609110144927536""","""6.610817391304348"""
"""1355727600000""","""6.611446376811594""","""6.613602898550724""","""6.6100536231884055""","""6.613108695652174"""
"""1355731200000""","""6.613153623188405""","""6.616478260869565""","""6.6109072463768115""","""6.61589420289855"""
"""1355734800000""","""6.615984057971014""","""6.616837681159421""","""6.611850724637681""","""6.613063768115942"""
"""1355738400000""","""6.613108695652174""","""6.618050724637681""","""6.612210144927536""","""6.615130434782609"""
"""1355742000000""","""6.61589420289855""","""6.617017391304348""","""6.609694202898551""","""6.611940579710145"""
"""1355745600000""","""6.611086956521739""","""6.61899420289855""","""6.609155072463768""","""6.613782608695653"""
"""1355749200000""","""6.613602898550724""","""6.620342028985507""","""6.61301884057971""","""6.616792753623189"""
"""1355752800000""","""6.617331884057971""","""6.619398550724638""","""6.611940579710145""","""6.614052173913044"""
"""1355756400000""","""6.614815942028986""","""6.617960869565217""","""6.611086956521739""","""6.613692753623188"""
"""1355760000000""","""6.6132884057971015""","""6.6194434782608695""","""6.611940579710145""","""6.615759420289855"""
"""1355763600000""","""6.615804347826087""","""6.619308695652173""","""6.612075362318841""","""6.615534782608695"""
"""1355767200000""","""6.615040579710145""","""6.618095652173913""","""6.606414492753623""","""6.610188405797101"""
"""1355770800000""","""6.607942028985507""","""6.619892753623189""","""6.606234782608696""","""6.613243478260869"""
"""1355774400000""","""6.616253623188405""","""6.620431884057971""","""6.609963768115942""","""6.613782608695653"""
"""1355778000000""","""6.613333333333333""","""6.621060869565217""","""6.608750724637681""","""6.61351304347826"""
"""1355781600000""","""6.613917391304348""","""6.6216""","""6.611086956521739""","""6.619802898550725"""
"""1355785200000""","""6.618904347826087""","""6.624295652173913""","""6.61301884057971""","""6.6185"""
"""1355788800000""","""6.617826086956522""","""6.623172463768116""","""6.613153623188405""","""6.6151753623188405"""
"""1355792400000""","""6.616613043478261""","""6.625284057971014""","""6.614097101449276""","""6.617646376811594"""
"""1355796000000""","""6.618455072463768""","""6.620386956521739""","""6.6071333333333335""","""6.610323188405797"""
"""1355799600000""","""6.610682608695652""","""6.616927536231884""","""6.605066666666667""","""6.614950724637681"""
"""1355803200000""","""6.616253623188405""","""6.619802898550725""","""6.608346376811594""","""6.617601449275362"""
"""1355806800000""","""6.617826086956522""","""6.621779710144927""","""6.6154""","""6.620431884057971"""
"""1355810400000""","""6.620342028985507""","""6.623576811594203""","""6.619353623188405""","""6.621914492753623"""
"""1355814000000""","""6.620926086956522""","""6.624744927536232""","""6.620701449275362""","""6.6240710144927535"""
"""1355817600000""","""6.624520289855072""","""6.625328985507247""","""6.621644927536232""","""6.623666666666667"""
"""1355824800000""","""6.6216""","""6.62447536231884""","""6.617152173913044""","""6.623711594202899"""
"""1355828400000""","""6.623846376811594""","""6.625373913043479""","""6.621824637681159""","""6.622588405797102"""
"""1355832000000""","""6.622902898550725""","""6.625194202898551""","""6.620342028985507""","""6.623172463768116"""
"""1355835600000""","""6.6230376811594205""","""6.62564347826087""","""6.619802898550725""","""6.621060869565217"""
"""1355839200000""","""6.621105797101449""","""6.627620289855072""","""6.619802898550725""","""6.624295652173913"""
