date,open,high,low,close
"""1355338800000""","""276.71999999999997""","""276.71999999999997""","""276.7""","""276.71714285714285"""
"""1355342400000""","""276.74""","""276.8414285714286""","""276.4185714285714""","""276.5028571428571"""
"""1355346000000""",,"""276.72142857142853""","""276.4142857142857""","""276.68285714285713"""
"""1355349600000""","""276.6928571428571""","""276.6942857142857""","""276.08142857142855""","""276.34999999999997"""
"""1355353200000""","""276.2742857142857""","""276.9442857142857""","""276.2628571428571""","""276.86571428571426"""
"""1355356800000""","""276.85999999999996""","""276.87142857142857""","""276.2228571428571""","""276.28999999999996"""
"""1355364000000""","""276.8942857142857""","""277.08571428571423""","""276.6985714285714""","""276.81714285714287"""
"""1355367600000""","""276.81857142857143""","""276.96""","""276.5642857142857""","""276.7157142857143"""
"""1355371200000""","""276.70142857142855""","""277.0414285714285""","""275.9442857142857""","""276.07714285714286"""
"""1355374800000""","""276.06857142857143""","""276.15714285714284""","""275.6457142857143""","""275.83571428571423"""
"""1355378400000""",,"""276.12714285714287""","""275.68142857142857""","""276.0285714285714"""
"""1355382000000""","""276.05571428571426""","""276.6114285714286""","""276.04714285714283""","""276.32714285714286"""
"""1355389200000""","""275.3928571428571""","""275.7057142857143""","""274.9085714285714""","""275.50857142857143"""
"""1355392800000""","""275.49857142857144""","""276.28285714285715""","""275.12285714285713""","""275.34"""
"""1355396400000""","""275.3228571428571""","""276.24""","""274.6485714285714""","""275.92571428571426"""
"""1355400000000""","""276.0142857142857""","""276.0185714285714""","""274.1242857142857""","""275.14714285714285"""
"""1355403600000""",,"""275.8042857142857""","""274.7442857142857""","""275.1342857142857"""
"""1355407200000""","""275.1428571428571""","""275.2757142857143""","""274.6771428571428""",
"""1355410800000""","""274.71999999999997""","""274.71999999999997""","""274.0128571428571""","""274.5942857142857"""
"""1355414400000""","""274.6171428571428""","""275.15999999999997""","""274.58714285714285""","""275.05857142857144"""
"""1355418000000""","""275.06142857142856""","""275.09714285714284""","""274.43571428571425""","""274.6642857142857"""
"""1355421600000""","""274.72714285714284""","""275.04285714285714""","""274.61999999999995""","""275.04285714285714"""
"""1355598000000""","""275.0385714285714""","""275.0385714285714""","""275.0242857142857""","""275.0242857142857"""
"""1355601600000""","""275.00571428571425""","""275.15""","""274.5""","""274.7442857142857"""
"""1355605200000""","""274.7371428571428""","""274.98285714285714""","""274.6585714285714""","""274.96714285714285"""
"""1355612400000""","""275.10714285714283""","""275.10714285714283""","""274.66714285714284""","""274.6942857142857"""
"""1355619600000""","""274.18""","""274.34714285714284""","""274.0485714285714""","""274.14714285714285"""
"""1355623200000""","""274.1328571428571""","""274.16285714285715""","""273.6557142857143""","""273.9642857142857"""
"""1355626800000""",,"""274.4728571428571""","""273.88""","""274.32714285714286"""
"""1355630400000""","""274.3457142857143""","""275.56571428571425""","""273.8985714285714""","""275.4342857142857"""
"""1355634000000""","""275.44142857142856""","""275.8685714285714""","""275.39""","""275.7028571428571"""
"""1355637600000""","""275.7057142857143""","""276.15714285714284""","""275.60714285714283""","""275.9085714285714"""
"""1355641200000""",,"""275.95""","""275.1342857142857""","""275.15"""
"""1355644800000""","""275.1585714285714""","""275.5942857142857""","""275.0942857142857""","""275.55571428571426"""
"""1355648400000""","""275.5542857142857""","""275.8742857142857""","""275.46""","""275.59714285714284"""
"""1355652000000""","""275.61285714285714""","""276.5728571428571""","""275.4871428571428""","""275.96142857142854"""
"""1355659200000""","""274.96999999999997""","""276.6257142857143""","""274.94571428571425""","""276.40142857142854"""
"""1355662800000""","""276.4185714285714""","""276.5128571428571""","""275.79285714285714""","""276.24285714285713"""
"""1355666400000""","""276.23857142857145""","""276.29999999999995""","""275.79714285714283""","""275.9557142857143"""
"""1355670000000""","""275.94571428571425""","""275.9785714285714""","""275.5542857142857""","""275.66285714285715"""
"""1355673600000""","""275.6557142857143""","""276.2""","""275.5514285714285""","""275.9971428571428"""
"""1355677200000""","""276.0142857142857""","""276.1442857142857""","""275.7285714285714""","""276.0985714285714"""
"""1355680800000""","""276.04999999999995""","""276.1942857142857""","""275.8942857142857""","""276.0728571428571"""
"""1355684400000""","""276.1014285714286""","""276.1785714285714""","""276.09""","""276.1785714285714"""
"""1355688000000""","""276.1657142857143""","""276.2757142857143""","""276.08714285714285""","""276.1771428571428"""
"""1355691600000""","""276.18""","""276.2285714285714""","""275.84999999999997""",
"""1355695200000""","""275.9557142857143""","""276.15999999999997""","""275.91714285714284""","""276.0071428571428"""
"""1355698800000""","""276.0142857142857""","""276.0942857142857""","""275.64142857142855""","""275.75857142857143"""
"""1355702400000""",,"""275.8014285714285""","""275.3857142857143""",
